Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
France,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
France,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
France,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
France,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
France,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
France,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
France,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
France,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,58
France,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
France,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Croatia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,89
Croatia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,9
Croatia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Croatia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,85
Croatia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,11
Croatia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Croatia,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,87
Croatia,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,8
Croatia,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Croatia,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,83
Croatia,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,15
Croatia,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Croatia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,81
Croatia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,13
Croatia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Hungary,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,67
Hungary,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Hungary,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Hungary,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Hungary,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Hungary,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Hungary,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,73
Hungary,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,19
Hungary,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Hungary,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,59
Hungary,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Hungary,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Hungary,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Hungary,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Hungary,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Ireland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,71
Ireland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,25
Ireland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Ireland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,70
Ireland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Ireland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Ireland,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Ireland,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,23
Ireland,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Ireland,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Ireland,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,40
Ireland,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,0
Ireland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Ireland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
Ireland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Italy,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,66
Italy,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Italy,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Italy,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Italy,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,34
Italy,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Italy,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Italy,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Italy,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Italy,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,55
Italy,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,39
Italy,Bisexual men,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Italy,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Italy,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,36
Italy,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Lithuania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,69
Lithuania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,23
Lithuania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Lithuania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Lithuania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
Lithuania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Lithuania,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,68
Lithuania,Bisexual women,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,25
